facility_id,name,type,district,state,lat,lon,beds,annual_surgeries,offers_surgery,specialties,website_url,match_confidence
VF-001994,Delhi Community #54,Community Health Centre,Delhi,Delhi,28.8158,77.22089,13,0,False,,,0.79
VF-001995,Delhi Primary #55,Primary Health Centre,Delhi,Delhi,28.68824,77.29216,30,0,False,,,0.921
VF-001996,Delhi Primary #56,Primary Health Centre,Delhi,Delhi,28.62001,77.14129,24,0,False,,,0.88
VF-001997,Delhi Primary #57,Primary Health Centre,Delhi,Delhi,28.82247,77.03534,19,0,False,,,0.815
VF-001998,Delhi Private #58,Private Hospital,Delhi,Delhi,28.55266,77.14515,42,0,False,,,0.829
VF-001999,Delhi Community #59,Community Health Centre,Delhi,Delhi,28.69361,77.21284,326,1384,True,General Surgery|ENT|Obstetrics & Gynaecology|Burns & Reconstruction|Orthopaedics|Paediatric Surgery|Cleft & Plastic,,0.804
VF-002000,Delhi Community #60,Community Health Centre,Delhi,Delhi,28.51119,77.06295,40,0,False,,,0.853
VF-002001,Delhi Primary #61,Primary Health Centre,Delhi,Delhi,28.49611,77.39027,45,0,False,,,0.906
VF-002002,Delhi Primary #62,Primary Health Centre,Delhi,Delhi,28.78869,76.72157,45,0,False,,,0.675
VF-002003,Delhi Primary #63,Primary Health Centre,Delhi,Delhi,28.54929,77.00099,7,0,False,,,0.851
VF-002004,Delhi Primary #64,Primary Health Centre,Delhi,Delhi,28.5889,76.91223,45,0,False,,,0.826
VF-002005,Delhi Community #65,Community Health Centre,Delhi,Delhi,28.54179,77.17287,23,0,False,,,0.767
VF-002006,Delhi Private #66,Private Hospital,Delhi,Delhi,28.57228,77.12639,1531,6766,True,Obstetrics & Gynaecology|Urology|Orthopaedics|ENT,,0.908
VF-002007,Delhi Community #67,Community Health Centre,Delhi,Delhi,28.70885,77.09372,41,0,False,,,0.943
VF-002008,Delhi Primary #68,Primary Health Centre,Delhi,Delhi,28.76696,76.96472,13,0,False,,,0.874
VF-002009,Delhi District #69,District Hospital,Delhi,Delhi,28.67081,76.97012,59,0,False,,,0.878
VF-002010,Delhi Primary #70,Primary Health Centre,Delhi,Delhi,28.57289,77.09616,6,0,False,,,0.647
VF-002011,Delhi Community #71,Community Health Centre,Delhi,Delhi,28.60263,76.98011,29,0,False,,,0.847
VF-002012,Delhi Community #72,Community Health Centre,Delhi,Delhi,28.59713,77.0835,52,0,False,,,0.842
VF-002013,Delhi Private #73,Private Hospital,Delhi,Delhi,28.71845,77.12023,28,0,False,,,0.97
VF-002014,Delhi Community #74,Community Health Centre,Delhi,Delhi,28.88732,77.1702,8,0,False,,,0.777
VF-002015,Delhi Community #75,Community Health Centre,Delhi,Delhi,28.89666,77.0857,183,3169,True,Cataract / Ophthalmology|Obstetrics & Gynaecology|General Surgery|ENT|Cleft & Plastic|Cardiac,,0.873
VF-002016,Delhi Medical #76,Medical College Hospital,Delhi,Delhi,28.73766,76.88094,164,805,True,Obstetrics & Gynaecology|Urology|Burns & Reconstruction|Cardiac|Orthopaedics|Paediatric Surgery,,0.999
VF-002017,Delhi Private #77,Private Hospital,Delhi,Delhi,28.75116,77.26834,7,0,False,,,0.827
VF-002018,Delhi Primary #78,Primary Health Centre,Delhi,Delhi,28.85929,77.28572,15,0,False,,,0.786
VF-002019,Delhi Primary #79,Primary Health Centre,Delhi,Delhi,28.81725,76.97513,39,0,False,,,0.805
VF-002020,Delhi Primary #80,Primary Health Centre,Delhi,Delhi,28.5044,77.32853,4,0,False,,,0.653
VF-002021,Delhi District #81,District Hospital,Delhi,Delhi,28.83671,77.04355,37,0,False,,,0.999
VF-002022,Delhi Primary #82,Primary Health Centre,Delhi,Delhi,28.53152,77.13857,37,0,False,,,0.762
VF-002023,Delhi Primary #83,Primary Health Centre,Delhi,Delhi,28.76736,77.04926,35,0,False,,,0.854
VF-002024,Delhi Community #84,Community Health Centre,Delhi,Delhi,28.6248,77.01864,27,0,False,,,0.964
VF-002025,Delhi Community #85,Community Health Centre,Delhi,Delhi,28.57673,76.93897,39,0,False,,,0.757
VF-002026,Delhi District #86,District Hospital,Delhi,Delhi,28.71611,77.08717,763,2764,True,General Surgery|Burns & Reconstruction|Paediatric Surgery|Orthopaedics|Cleft & Plastic|Cataract / Ophthalmology|Obstetrics & Gynaecology|ENT,,0.793
VF-002027,Delhi Private #87,Private Hospital,Delhi,Delhi,28.80097,77.36412,193,144,True,Paediatric Surgery|Cataract / Ophthalmology|General Surgery|Cardiac|Burns & Reconstruction|ENT|Obstetrics & Gynaecology|Urology|Cleft & Plastic,,0.894
VF-002028,Delhi Primary #88,Primary Health Centre,Delhi,Delhi,28.73103,77.40528,26,0,False,,,0.803
VF-002029,Delhi Primary #89,Primary Health Centre,Delhi,Delhi,28.662,76.88289,38,0,False,,,0.68
VF-002030,Delhi District #90,District Hospital,Delhi,Delhi,28.69442,77.26314,742,2321,True,Burns & Reconstruction|Obstetrics & Gynaecology|Urology|Paediatric Surgery|Orthopaedics,,0.734
VF-002031,Delhi Private #91,Private Hospital,Delhi,Delhi,28.94708,77.14608,1076,6008,True,Cataract / Ophthalmology|Paediatric Surgery|Urology|Obstetrics & Gynaecology|ENT|Cleft & Plastic,,0.81
VF-002032,Delhi Community #92,Community Health Centre,Delhi,Delhi,28.67855,77.34698,12,0,False,,,0.944
VF-002033,Delhi District #93,District Hospital,Delhi,Delhi,28.51813,77.13203,484,129,True,Cataract / Ophthalmology|General Surgery|Paediatric Surgery|Cardiac|Obstetrics & Gynaecology,,0.854
VF-002034,Delhi Primary #94,Primary Health Centre,Delhi,Delhi,28.61357,77.13552,15,0,False,,,0.893
VF-002035,Delhi Primary #95,Primary Health Centre,Delhi,Delhi,28.66591,77.24064,30,0,False,,,0.92
VF-002036,Delhi Private #96,Private Hospital,Delhi,Delhi,28.50566,77.28639,43,0,False,,,0.84
VF-002037,Delhi Community #0,Community Health Centre,Delhi,Delhi,28.66337,76.98125,45,0,False,,,0.958
VF-002038,Delhi Private #1,Private Hospital,Delhi,Delhi,28.99516,76.84202,39,0,False,,,0.999
VF-002039,Delhi Private #2,Private Hospital,Delhi,Delhi,28.7506,77.16087,1412,1813,True,General Surgery|Paediatric Surgery|Burns & Reconstruction|ENT|Cataract / Ophthalmology,,0.999
VF-002040,Delhi Primary #3,Primary Health Centre,Delhi,Delhi,28.53644,77.34395,22,0,False,,,0.894
VF-002041,Delhi Medical #4,Medical College Hospital,Delhi,Delhi,28.64522,77.20633,78,5482,True,Paediatric Surgery|General Surgery|ENT|Orthopaedics|Cleft & Plastic|Cardiac|Burns & Reconstruction,,0.999
VF-002042,Delhi Private #5,Private Hospital,Delhi,Delhi,28.68612,77.04232,22,0,False,,,0.999
VF-002043,Delhi Primary #6,Primary Health Centre,Delhi,Delhi,28.4668,77.14674,22,0,False,,,0.77
VF-002044,Delhi Primary #7,Primary Health Centre,Delhi,Delhi,28.57879,77.30971,1317,3143,True,Paediatric Surgery|Burns & Reconstruction|Cataract / Ophthalmology|ENT,,0.754
VF-002045,Delhi Primary #8,Primary Health Centre,Delhi,Delhi,28.73779,77.16733,27,0,False,,,0.813
VF-002046,Delhi Community #9,Community Health Centre,Delhi,Delhi,28.86301,77.29509,7,0,False,,,0.839
VF-002047,Delhi Community #10,Community Health Centre,Delhi,Delhi,28.9609,77.34524,23,0,False,,,0.866
VF-002048,Delhi Primary #11,Primary Health Centre,Delhi,Delhi,28.8116,76.92947,49,0,False,,,0.961
VF-002049,Delhi Community #12,Community Health Centre,Delhi,Delhi,28.67038,76.88747,29,0,False,,,0.768
VF-002050,Delhi Primary #13,Primary Health Centre,Delhi,Delhi,28.72509,77.02575,4,0,False,,,0.945
VF-002051,Delhi Community #14,Community Health Centre,Delhi,Delhi,28.46513,77.2862,42,0,False,,,0.614
VF-002052,Delhi Community #15,Community Health Centre,Delhi,Delhi,28.78018,77.13076,7,0,False,,,0.946
VF-002053,Delhi Primary #16,Primary Health Centre,Delhi,Delhi,28.6693,77.04506,28,0,False,,,0.85
VF-002054,Delhi Primary #17,Primary Health Centre,Delhi,Delhi,28.75494,77.15396,20,0,False,,,0.999
VF-002055,Delhi Community #18,Community Health Centre,Delhi,Delhi,28.59513,77.40123,16,0,False,,,0.644
VF-002056,Delhi Primary #19,Primary Health Centre,Delhi,Delhi,28.55612,77.15773,24,0,False,,,0.999
VF-002057,Delhi Community #20,Community Health Centre,Delhi,Delhi,29.0152,76.96236,54,0,False,,,0.881
VF-002058,Delhi Primary #21,Primary Health Centre,Delhi,Delhi,28.64285,77.0315,59,0,False,,,0.734
VF-002059,Delhi Primary #22,Primary Health Centre,Delhi,Delhi,28.71984,77.26084,17,0,False,,,0.712
VF-002060,Delhi Community #23,Community Health Centre,Delhi,Delhi,28.80105,77.14885,400,4328,True,Orthopaedics|Cleft & Plastic|Obstetrics & Gynaecology|ENT|Cardiac|Cataract / Ophthalmology,,0.753
VF-002061,Delhi Primary #24,Primary Health Centre,Delhi,Delhi,28.71176,77.04798,37,0,False,,,0.956
VF-002062,Delhi Community #25,Community Health Centre,Delhi,Delhi,28.62043,76.87689,56,0,False,,,0.793
VF-002063,Delhi Primary #26,Primary Health Centre,Delhi,Delhi,28.83791,77.23449,10,0,False,,,0.999
VF-002064,Delhi Community #27,Community Health Centre,Delhi,Delhi,28.6723,77.16664,50,0,False,,,0.854
VF-002065,Delhi Primary #28,Primary Health Centre,Delhi,Delhi,28.61837,76.77985,29,0,False,,,0.752
VF-002066,Delhi Community #29,Community Health Centre,Delhi,Delhi,28.5059,77.21203,13,0,False,,,0.82
VF-002067,Delhi Primary #30,Primary Health Centre,Delhi,Delhi,28.54153,77.20442,56,0,False,,,0.91
VF-002068,Delhi Community #31,Community Health Centre,Delhi,Delhi,28.49665,77.23267,17,0,False,,,0.806
VF-002069,Delhi Community #32,Community Health Centre,Delhi,Delhi,28.87571,77.25743,553,7284,True,Cardiac|Urology|Obstetrics & Gynaecology|General Surgery|Cleft & Plastic,,0.807
VF-002070,Delhi District #33,District Hospital,Delhi,Delhi,28.52927,77.25002,1638,5110,True,ENT|Cataract / Ophthalmology|General Surgery|Orthopaedics|Urology|Cardiac,,0.82
VF-002071,Delhi Private #34,Private Hospital,Delhi,Delhi,28.57981,77.10192,15,0,False,,,0.999
VF-002072,Delhi District #35,District Hospital,Delhi,Delhi,28.71296,77.01652,1120,5204,True,ENT|Burns & Reconstruction|Orthopaedics|General Surgery|Cataract / Ophthalmology,,0.859
VF-002073,Delhi Community #36,Community Health Centre,Delhi,Delhi,28.67106,77.23892,57,0,False,,,0.844
VF-002074,Delhi Community #37,Community Health Centre,Delhi,Delhi,28.68909,77.10616,9,0,False,,,0.804
VF-002075,Delhi Private #38,Private Hospital,Delhi,Delhi,28.81703,77.3455,7,0,False,,,0.669
VF-002076,Delhi Private #39,Private Hospital,Delhi,Delhi,28.50518,76.96764,18,0,False,,,0.798
VF-002077,Delhi Private #40,Private Hospital,Delhi,Delhi,28.63782,77.20159,141,3788,True,Burns & Reconstruction|Urology|Cleft & Plastic|Cardiac|General Surgery,,0.965
VF-002078,Delhi Primary #41,Primary Health Centre,Delhi,Delhi,28.73625,76.97384,43,0,False,,,0.999
VF-002079,Delhi Primary #42,Primary Health Centre,Delhi,Delhi,28.64123,77.07031,22,0,False,,,0.891
VF-002080,Delhi Primary #43,Primary Health Centre,Delhi,Delhi,28.56527,77.10409,8,0,False,,,0.745
VF-002081,Delhi Community #44,Community Health Centre,Delhi,Delhi,28.69149,76.97502,40,0,False,,,0.721
VF-002082,Delhi Private #45,Private Hospital,Delhi,Delhi,28.83403,77.13155,52,0,False,,,0.956
VF-002083,Delhi Primary #46,Primary Health Centre,Delhi,Delhi,28.74923,77.01841,28,0,False,,,0.729
VF-002084,Delhi Primary #47,Primary Health Centre,Delhi,Delhi,28.93608,77.06979,25,0,False,,,0.979
VF-002085,Delhi Primary #48,Primary Health Centre,Delhi,Delhi,28.91653,76.8651,24,0,False,,,0.926
VF-002086,Delhi Private #49,Private Hospital,Delhi,Delhi,28.94735,77.32441,9,0,False,,,0.844
VF-002087,Delhi Private #50,Private Hospital,Delhi,Delhi,28.67736,77.07123,47,0,False,,,0.598
VF-002088,Delhi District #51,District Hospital,Delhi,Delhi,28.56364,77.0125,52,0,False,,,0.909
VF-002089,Delhi Community #52,Community Health Centre,Delhi,Delhi,28.53868,76.97513,28,0,False,,,0.8
VF-002090,Delhi Private #53,Private Hospital,Delhi,Delhi,28.56893,77.05319,57,1814,True,Cleft & Plastic|ENT|Orthopaedics|General Surgery|Paediatric Surgery|Cardiac,,0.853
VF-002091,Delhi Community #54,Community Health Centre,Delhi,Delhi,28.58758,77.0846,5,0,False,,,0.781
VF-002092,Delhi Community #55,Community Health Centre,Delhi,Delhi,28.64864,77.07115,14,0,False,,,0.797
VF-002093,Delhi Community #56,Community Health Centre,Delhi,Delhi,28.5186,77.05352,524,7509,True,Burns & Reconstruction|ENT|Cleft & Plastic|Cardiac|General Surgery|Cataract / Ophthalmology,,0.798
VF-002094,Delhi Private #57,Private Hospital,Delhi,Delhi,28.95526,77.00735,40,0,False,,,0.965
VF-002095,Delhi Private #58,Private Hospital,Delhi,Delhi,28.78516,77.20853,1567,5173,True,Burns & Reconstruction|Cardiac|Cataract / Ophthalmology|Cleft & Plastic|Paediatric Surgery|Urology|Obstetrics & Gynaecology,,0.901
VF-002096,Delhi Primary #59,Primary Health Centre,Delhi,Delhi,28.75964,77.16689,4,0,False,,,0.781
VF-002097,Delhi Primary #60,Primary Health Centre,Delhi,Delhi,28.85513,77.32778,40,0,False,,,0.869
VF-002098,Delhi Private #61,Private Hospital,Delhi,Delhi,28.77313,77.29861,29,0,False,,,0.724
VF-002099,Delhi Primary #62,Primary Health Centre,Delhi,Delhi,28.77439,77.07252,13,0,False,,,0.8
VF-002100,Delhi District #63,District Hospital,Delhi,Delhi,28.65052,77.12992,819,1897,True,Urology|Obstetrics & Gynaecology|Cataract / Ophthalmology|Paediatric Surgery|General Surgery|Burns & Reconstruction|Cardiac,,0.873
VF-002101,Delhi Community #64,Community Health Centre,Delhi,Delhi,28.51704,76.88723,663,796,True,Burns & Reconstruction|Cleft & Plastic|Urology|General Surgery|Obstetrics & Gynaecology,,0.775
VF-002102,Delhi Primary #65,Primary Health Centre,Delhi,Delhi,28.73062,77.04194,53,0,False,,,0.963
VF-002103,Delhi Private #66,Private Hospital,Delhi,Delhi,28.56171,77.1156,456,3176,True,ENT|Cleft & Plastic|Paediatric Surgery|Obstetrics & Gynaecology|Cardiac|Orthopaedics,,0.999
VF-002104,Delhi Community #67,Community Health Centre,Delhi,Delhi,28.5191,77.23952,54,0,False,,,0.999
VF-002105,Delhi District #68,District Hospital,Delhi,Delhi,28.70127,77.31032,42,0,False,,,0.771
VF-002106,Delhi Primary #69,Primary Health Centre,Delhi,Delhi,28.82319,77.02591,47,0,False,,,0.899
VF-002107,Delhi Primary #70,Primary Health Centre,Delhi,Delhi,28.64184,76.99768,15,0,False,,,0.855
VF-002108,Delhi Primary #71,Primary Health Centre,Delhi,Delhi,28.54033,77.12987,4,0,False,,,0.853
VF-002109,Delhi Community #72,Community Health Centre,Delhi,Delhi,28.64334,77.1421,26,0,False,,,0.936
VF-002110,Delhi Primary #73,Primary Health Centre,Delhi,Delhi,28.59226,76.88347,8,0,False,,,0.946
VF-002111,Delhi Private #74,Private Hospital,Delhi,Delhi,28.86935,76.75576,695,1243,True,Cataract / Ophthalmology|ENT|Paediatric Surgery|Obstetrics & Gynaecology,,0.903
VF-002112,Delhi District #75,District Hospital,Delhi,Delhi,28.68448,76.88119,706,7076,True,Orthopaedics|ENT|Paediatric Surgery|General Surgery|Urology|Cataract / Ophthalmology,,0.925
VF-002113,Delhi Primary #76,Primary Health Centre,Delhi,Delhi,28.85439,76.94937,52,0,False,,,0.999
VF-002114,Delhi Primary #77,Primary Health Centre,Delhi,Delhi,28.60137,76.96765,59,0,False,,,0.861
VF-002115,Delhi Primary #78,Primary Health Centre,Delhi,Delhi,28.88235,77.03572,21,0,False,,,0.796
VF-002116,Delhi Community #79,Community Health Centre,Delhi,Delhi,28.75353,77.12136,38,0,False,,,0.922
VF-002117,Delhi Medical #80,Medical College Hospital,Delhi,Delhi,28.58955,77.22435,901,6492,True,Obstetrics & Gynaecology|Cataract / Ophthalmology|General Surgery|Burns & Reconstruction|Cleft & Plastic|Cardiac|Orthopaedics|Paediatric Surgery,,0.686
VF-002118,Bengaluru Community #81,Community Health Centre,Bengaluru,Karnataka,13.26418,77.3564,48,0,False,,,0.935
VF-002119,Bengaluru Primary #82,Primary Health Centre,Bengaluru,Karnataka,13.09508,77.58,25,0,False,,,0.622
VF-002120,Bengaluru Primary #83,Primary Health Centre,Bengaluru,Karnataka,13.11187,77.77081,35,0,False,,,0.904
VF-002121,Bengaluru Community #84,Community Health Centre,Bengaluru,Karnataka,12.87834,77.79039,31,0,False,,,0.836
VF-002122,Bengaluru Primary #85,Primary Health Centre,Bengaluru,Karnataka,12.96601,77.59718,43,0,False,,,0.883
VF-002123,Bengaluru District #86,District Hospital,Bengaluru,Karnataka,12.98284,77.65398,14,0,False,,,0.754
VF-002124,Bengaluru Community #87,Community Health Centre,Bengaluru,Karnataka,12.72995,77.83657,4,0,False,,,0.802
VF-002125,Bengaluru Private #88,Private Hospital,Bengaluru,Karnataka,12.97205,77.40082,82,4896,True,Burns & Reconstruction|Orthopaedics|Obstetrics & Gynaecology|Cardiac|Paediatric Surgery|Cleft & Plastic|ENT|Cataract / Ophthalmology,,0.696
VF-002126,Bengaluru District #89,District Hospital,Bengaluru,Karnataka,12.9367,77.38505,22,0,False,,,0.892
VF-002127,Bengaluru Community #90,Community Health Centre,Bengaluru,Karnataka,13.01029,77.85005,56,0,False,,,0.775
VF-002128,Bengaluru Primary #91,Primary Health Centre,Bengaluru,Karnataka,12.92005,77.61742,552,6687,True,Burns & Reconstruction|Cardiac|Paediatric Surgery|Urology|General Surgery|ENT,,0.922
VF-002129,Bengaluru Primary #92,Primary Health Centre,Bengaluru,Karnataka,12.66878,77.67811,40,0,False,,,0.787
VF-002130,Bengaluru Community #93,Community Health Centre,Bengaluru,Karnataka,13.00855,77.60759,28,0,False,,,0.864
VF-002131,Bengaluru Private #94,Private Hospital,Bengaluru,Karnataka,13.08125,77.77499,255,5863,True,Cardiac|Urology|Burns & Reconstruction|ENT|Cataract / Ophthalmology|Orthopaedics,,0.902
VF-002132,Bengaluru Community #95,Community Health Centre,Bengaluru,Karnataka,12.91008,77.42219,31,0,False,,,0.999
VF-002133,Bengaluru Primary #96,Primary Health Centre,Bengaluru,Karnataka,13.0679,77.76579,13,0,False,,,0.92
VF-002134,Bengaluru District #0,District Hospital,Bengaluru,Karnataka,12.87665,77.50788,47,0,False,,,0.83
VF-002135,Bengaluru Primary #1,Primary Health Centre,Bengaluru,Karnataka,12.92119,77.77064,19,0,False,,,0.981
VF-002136,Bengaluru Private #2,Private Hospital,Bengaluru,Karnataka,12.91474,77.5786,16,0,False,,,0.808
VF-002137,Bengaluru Primary #3,Primary Health Centre,Bengaluru,Karnataka,12.83007,77.55048,50,0,False,,,0.842
VF-002138,Bengaluru Primary #4,Primary Health Centre,Bengaluru,Karnataka,13.04229,77.6761,44,0,False,,,0.899
VF-002139,Bengaluru Medical #5,Medical College Hospital,Bengaluru,Karnataka,12.79925,77.58009,41,0,False,,,0.898
VF-002140,Bengaluru Community #6,Community Health Centre,Bengaluru,Karnataka,12.93195,77.61462,6,0,False,,,0.887
VF-002141,Bengaluru Primary #7,Primary Health Centre,Bengaluru,Karnataka,12.76688,77.27774,20,0,False,,,0.824
VF-002142,Bengaluru Private #8,Private Hospital,Bengaluru,Karnataka,12.96508,77.79519,56,0,False,,,0.965
VF-002143,Bengaluru Primary #9,Primary Health Centre,Bengaluru,Karnataka,12.97453,77.77536,40,0,False,,,0.721
VF-002144,Bengaluru Community #10,Community Health Centre,Bengaluru,Karnataka,12.85527,77.30082,26,0,False,,,0.615
VF-002145,Bengaluru District #11,District Hospital,Bengaluru,Karnataka,13.34938,77.53894,56,0,False,,,0.77
VF-002146,Bengaluru Primary #12,Primary Health Centre,Bengaluru,Karnataka,12.84079,77.63493,45,0,False,,,0.999
VF-002147,Bengaluru Primary #13,Primary Health Centre,Bengaluru,Karnataka,12.95054,77.55179,57,0,False,,,0.781
VF-002148,Bengaluru Primary #14,Primary Health Centre,Bengaluru,Karnataka,12.89049,77.28091,50,0,False,,,0.953
VF-002149,Bengaluru Community #15,Community Health Centre,Bengaluru,Karnataka,12.95222,77.76755,818,1103,True,Obstetrics & Gynaecology|Cleft & Plastic|Urology|Cardiac|General Surgery|Orthopaedics|Cataract / Ophthalmology,,0.935
VF-002150,Bengaluru Primary #16,Primary Health Centre,Bengaluru,Karnataka,12.90244,77.83087,33,0,False,,,0.821
VF-002151,Bengaluru Primary #17,Primary Health Centre,Bengaluru,Karnataka,13.12317,77.61202,34,0,False,,,0.894
VF-002152,Bengaluru Primary #18,Primary Health Centre,Bengaluru,Karnataka,13.14954,77.78075,24,0,False,,,0.997
VF-002153,Bengaluru Primary #19,Primary Health Centre,Bengaluru,Karnataka,13.07382,77.74316,17,0,False,,,0.923
VF-002154,Bengaluru Charitable #20,Charitable / Mission Hospital,Bengaluru,Karnataka,12.89239,77.5721,561,2532,True,General Surgery|Burns & Reconstruction|Cataract / Ophthalmology|Cleft & Plastic|Cardiac|Orthopaedics,,0.922
VF-002155,Bengaluru District #21,District Hospital,Bengaluru,Karnataka,12.80445,77.62367,9,0,False,,,0.877
VF-002156,Bengaluru District #22,District Hospital,Bengaluru,Karnataka,12.85129,77.4488,893,7410,True,ENT|Burns & Reconstruction|General Surgery|Paediatric Surgery,,0.999
VF-002157,Bengaluru Private #23,Private Hospital,Bengaluru,Karnataka,12.86303,77.65121,792,2503,True,Paediatric Surgery|ENT|Cataract / Ophthalmology|Cleft & Plastic|Orthopaedics|Obstetrics & Gynaecology|Urology,,0.83
VF-002158,Bengaluru District #24,District Hospital,Bengaluru,Karnataka,12.94646,77.6719,1317,883,True,Obstetrics & Gynaecology|Burns & Reconstruction|Orthopaedics|Cardiac|ENT|Paediatric Surgery,,0.749
VF-002159,Bengaluru Primary #25,Primary Health Centre,Bengaluru,Karnataka,12.82587,77.40523,874,5818,True,Urology|Cataract / Ophthalmology|Cardiac|General Surgery|Burns & Reconstruction,,0.906
VF-002160,Bengaluru Primary #26,Primary Health Centre,Bengaluru,Karnataka,12.88001,77.80614,36,0,False,,,0.904
VF-002161,Bengaluru Charitable #27,Charitable / Mission Hospital,Bengaluru,Karnataka,12.79379,77.49478,170,957,True,Obstetrics & Gynaecology|Orthopaedics|Cleft & Plastic|Urology|Burns & Reconstruction,,0.737
VF-002162,Bengaluru Primary #28,Primary Health Centre,Bengaluru,Karnataka,12.98307,77.65162,42,0,False,,,0.875
VF-002163,Bengaluru Primary #29,Primary Health Centre,Bengaluru,Karnataka,13.26076,77.70864,8,0,False,,,0.995
VF-002164,Bengaluru Medical #30,Medical College Hospital,Bengaluru,Karnataka,13.19061,77.51467,55,0,False,,,0.825
VF-002165,Bengaluru Private #31,Private Hospital,Bengaluru,Karnataka,12.80809,77.55299,15,0,False,,,0.898
VF-002166,Bengaluru Primary #32,Primary Health Centre,Bengaluru,Karnataka,13.07432,77.75082,3,0,False,,,0.903
VF-002167,Bengaluru Primary #33,Primary Health Centre,Bengaluru,Karnataka,13.10048,77.98978,50,0,False,,,0.769
VF-002168,Bengaluru District #34,District Hospital,Bengaluru,Karnataka,12.92306,77.67043,1115,6176,True,ENT|Urology|Obstetrics & Gynaecology|General Surgery|Paediatric Surgery|Cataract / Ophthalmology|Orthopaedics,,0.861
VF-002169,Bengaluru Community #35,Community Health Centre,Bengaluru,Karnataka,12.89248,77.59428,52,0,False,,,0.875
VF-002170,Bengaluru Primary #36,Primary Health Centre,Bengaluru,Karnataka,12.94498,77.66598,56,0,False,,,0.993
VF-002171,Bengaluru Primary #37,Primary Health Centre,Bengaluru,Karnataka,12.93741,77.64503,1336,7052,True,Paediatric Surgery|Cleft & Plastic|Obstetrics & Gynaecology|Cataract / Ophthalmology|ENT,,0.848
VF-002172,Bengaluru Primary #38,Primary Health Centre,Bengaluru,Karnataka,12.95527,77.7743,41,0,False,,,0.704
VF-002173,Bengaluru Primary #39,Primary Health Centre,Bengaluru,Karnataka,12.96807,77.5218,53,0,False,,,0.888
VF-002174,Bengaluru Primary #40,Primary Health Centre,Bengaluru,Karnataka,13.01213,77.5964,44,0,False,,,0.757
VF-002175,Bengaluru Primary #41,Primary Health Centre,Bengaluru,Karnataka,12.9501,77.62926,26,0,False,,,0.772
VF-002176,Bengaluru Primary #42,Primary Health Centre,Bengaluru,Karnataka,12.87976,77.42973,46,0,False,,,0.843
VF-002177,Bengaluru District #43,District Hospital,Bengaluru,Karnataka,12.90658,77.53516,1301,3198,True,Urology|Obstetrics & Gynaecology|Orthopaedics|ENT|Paediatric Surgery,,0.999
VF-002178,Bengaluru Primary #44,Primary Health Centre,Bengaluru,Karnataka,12.8679,77.53773,34,0,False,,,0.765
VF-002179,Bengaluru Community #45,Community Health Centre,Bengaluru,Karnataka,12.85792,77.59063,3,0,False,,,0.744
VF-002180,Bengaluru Charitable #46,Charitable / Mission Hospital,Bengaluru,Karnataka,12.95588,77.7509,52,0,False,,,0.911
VF-002181,Bengaluru Primary #47,Primary Health Centre,Bengaluru,Karnataka,12.92249,77.71169,56,0,False,,,0.984
VF-002182,Bengaluru Primary #48,Primary Health Centre,Bengaluru,Karnataka,12.86957,77.51451,5,0,False,,,0.813
VF-002183,Bengaluru Community #49,Community Health Centre,Bengaluru,Karnataka,12.81778,77.79047,32,0,False,,,0.817
VF-002184,Bengaluru Primary #50,Primary Health Centre,Bengaluru,Karnataka,12.87143,77.57376,27,0,False,,,0.791
VF-002185,Bengaluru Primary #51,Primary Health Centre,Bengaluru,Karnataka,13.04199,77.74675,26,0,False,,,0.763
VF-002186,Bengaluru Primary #52,Primary Health Centre,Bengaluru,Karnataka,13.00722,77.62871,521,7112,True,Burns & Reconstruction|Cleft & Plastic|ENT|Obstetrics & Gynaecology|Orthopaedics,,0.823
VF-002187,Bengaluru Medical #53,Medical College Hospital,Bengaluru,Karnataka,12.76793,77.52688,46,0,False,,,0.798
VF-002188,Bengaluru Private #54,Private Hospital,Bengaluru,Karnataka,12.7769,77.724,64,627,True,Cleft & Plastic|Burns & Reconstruction|Obstetrics & Gynaecology|ENT,,0.773
VF-002189,Bengaluru Community #55,Community Health Centre,Bengaluru,Karnataka,13.10628,77.53823,49,0,False,,,0.831
VF-002190,Bengaluru Primary #56,Primary Health Centre,Bengaluru,Karnataka,13.01649,77.56275,38,0,False,,,0.788
VF-002191,Bengaluru Charitable #57,Charitable / Mission Hospital,Bengaluru,Karnataka,13.21403,77.6352,20,0,False,,,0.999
VF-002192,Bengaluru District #58,District Hospital,Bengaluru,Karnataka,13.07524,77.58965,554,2155,True,Orthopaedics|Obstetrics & Gynaecology|ENT|Cleft & Plastic|Paediatric Surgery|Cataract / Ophthalmology,,0.781
VF-002193,Bengaluru Primary #59,Primary Health Centre,Bengaluru,Karnataka,12.92888,77.41342,9,0,False,,,0.761
VF-002194,Bengaluru Primary #60,Primary Health Centre,Bengaluru,Karnataka,13.1568,77.27541,40,0,False,,,0.769
VF-002195,Bengaluru District #61,District Hospital,Bengaluru,Karnataka,12.87229,77.88881,56,0,False,,,0.83
VF-002196,Bengaluru Primary #62,Primary Health Centre,Bengaluru,Karnataka,12.99821,77.65972,33,0,False,,,0.722
VF-002197,Bengaluru Primary #63,Primary Health Centre,Bengaluru,Karnataka,13.06148,77.49619,2,0,False,,,0.904
